flugroute_id,abflug_iata,ankunft_iata,richtung,de_flughafen_iata,de_flughafen_typ,ausland_stadt,ausland_flughafen_iata,fluege_bestaetigt,fluege_gesamt,airlines_bestaetigt,airlines_gesamt,anzahl_portale,portale_liste,distanz_km,distanz_kategorie
69d400827dca6ba0935a87ba,PMI,DUS,nach DE,DUS,Hub,Palma De Mallorca,PMI,103,328,9,18,2,"fluegede,idealo",1342.0,Mittel (500-1500km)
69d400827dca6ba0935a9c4c,HAM,MUC,Inland,HAM,Hub,,,103,186,5,8,3,"check24,fluegede,idealo",600.0,Mittel (500-1500km)
69d400827dca6ba0935a9cbb,MUC,HAM,Inland,MUC,Hub,,,103,168,2,4,3,"check24,fluegede,idealo",600.0,Mittel (500-1500km)
69d400827dca6ba0935ab99d,MUC,FRA,Inland,MUC,Hub,,,103,122,2,2,2,"fluegede,idealo",300.0,Kurz (0-500km)
69d400827dca6ba0935a8722,DUS,PMI,ab DE,DUS,Hub,Palma De Mallorca,PMI,99,320,13,17,2,"fluegede,idealo",1342.0,Mittel (500-1500km)
69d400827dca6ba0935a9daa,VIE,FRA,nach DE,FRA,Hub,Vienna,VIE,98,192,8,10,2,"fluegede,idealo",622.0,Mittel (500-1500km)
69d400827dca6ba0935b3905,FRA,BER,Inland,FRA,Hub,,,98,112,2,2,2,"fluegede,idealo",432.0,Kurz (0-500km)
69d400827dca6ba0935b1d82,BER,FRA,Inland,BER,Hub,,,97,111,2,2,2,"fluegede,idealo",432.0,Kurz (0-500km)
69d400827dca6ba0935a9c26,FRA,VIE,ab DE,FRA,Hub,Vienna,VIE,96,110,3,3,2,"fluegede,idealo",622.0,Mittel (500-1500km)
69d400827dca6ba0935ac78d,FRA,MUC,Inland,FRA,Hub,,,95,110,2,2,2,"fluegede,idealo",300.0,Kurz (0-500km)
69d400827dca6ba0935ac794,FRA,ZRH,ab DE,FRA,Hub,Zurich,ZRH,90,137,4,8,2,"fluegede,idealo",285.0,Kurz (0-500km)
69d400827dca6ba0935a96e2,LHR,FRA,nach DE,FRA,Hub,London,LHR,87,222,8,10,2,"fluegede,idealo",653.0,Mittel (500-1500km)
69d400827dca6ba0935a9561,FRA,LHR,ab DE,FRA,Hub,London,LHR,87,124,5,5,2,"fluegede,idealo",653.0,Mittel (500-1500km)
69d400827dca6ba0935a9be7,DUS,MUC,Inland,DUS,Hub,,,86,205,3,5,2,"fluegede,idealo",486.0,Kurz (0-500km)
69d400827dca6ba0935a9cb6,MUC,DUS,Inland,MUC,Hub,,,86,109,3,3,3,"check24,fluegede,idealo",486.0,Kurz (0-500km)
69d400827dca6ba0935a96fd,LHR,MUC,nach DE,MUC,Hub,London,LHR,85,253,6,16,2,"fluegede,idealo",942.0,Mittel (500-1500km)
69d400827dca6ba0935ac7fe,ZRH,FRA,nach DE,FRA,Hub,Zurich,ZRH,84,141,5,10,2,"fluegede,idealo",285.0,Kurz (0-500km)
69d400827dca6ba0935a9816,MUC,LHR,ab DE,MUC,Hub,London,LHR,83,268,9,17,2,"fluegede,idealo",942.0,Mittel (500-1500km)
69d400827dca6ba0935aad39,FRA,FCO,ab DE,FRA,Hub,Rome,FCO,83,222,8,20,2,"fluegede,idealo",958.0,Mittel (500-1500km)
69d400827dca6ba0935aad01,FCO,FRA,nach DE,FRA,Hub,Rome,FCO,83,211,10,19,2,"fluegede,idealo",958.0,Mittel (500-1500km)
69d400827dca6ba0935ae991,HAM,FRA,Inland,HAM,Hub,,,83,95,2,2,2,"fluegede,idealo",413.0,Kurz (0-500km)
69d400827dca6ba0935ae94b,FRA,HAM,Inland,FRA,Hub,,,82,95,2,2,2,"fluegede,idealo",413.0,Kurz (0-500km)
69d400827dca6ba0935aa3de,FRA,CDG,ab DE,FRA,Hub,Paris,CDG,81,109,3,3,2,"fluegede,idealo",447.0,Kurz (0-500km)
69d400827dca6ba0935aa326,CDG,FRA,nach DE,FRA,Hub,Paris,CDG,80,211,6,11,2,"fluegede,idealo",447.0,Kurz (0-500km)
69d400827dca6ba0935a9c23,FRA,PMI,ab DE,FRA,Hub,Palma De Mallorca,PMI,76,101,7,7,3,"check24,fluegede,idealo",1251.0,Mittel (500-1500km)
69d400827dca6ba0935a9d0c,PMI,FRA,nach DE,FRA,Hub,Palma De Mallorca,PMI,75,204,10,22,2,"fluegede,idealo",1251.0,Mittel (500-1500km)
69d400827dca6ba0935ae6d6,MUC,AMS,ab DE,MUC,Hub,Amsterdam,AMS,75,182,4,12,2,"fluegede,idealo",664.0,Mittel (500-1500km)
69d400827dca6ba0935a86d4,CGN,PMI,ab DE,CGN,Hub,Palma De Mallorca,PMI,73,343,4,11,2,"fluegede,idealo",1304.0,Mittel (500-1500km)
69d400827dca6ba0935a87b8,PMI,CGN,nach DE,CGN,Hub,Palma De Mallorca,PMI,73,300,4,12,2,"fluegede,idealo",1304.0,Mittel (500-1500km)
69d400827dca6ba0935ac784,FRA,BCN,ab DE,FRA,Hub,Barcelona,BCN,73,91,2,3,2,"fluegede,idealo",1092.0,Mittel (500-1500km)
69d400827dca6ba0935aa49d,MUC,CDG,ab DE,MUC,Hub,Paris,CDG,73,84,4,4,2,"fluegede,idealo",682.0,Mittel (500-1500km)
69d400827dca6ba0935aa350,CDG,MUC,nach DE,MUC,Hub,Paris,CDG,72,195,7,13,2,"fluegede,idealo",682.0,Mittel (500-1500km)
69d400827dca6ba0935b1d90,BER,PMI,ab DE,BER,Hub,Palma De Mallorca,PMI,71,82,6,6,2,"fluegede,idealo",1646.0,Lang (>1500km)
69d400827dca6ba0935ac753,BCN,FRA,nach DE,FRA,Hub,Barcelona,BCN,69,234,6,16,2,"fluegede,idealo",1092.0,Mittel (500-1500km)
69d400827dca6ba0935ae6a6,AMS,MUC,nach DE,MUC,Hub,Amsterdam,AMS,69,183,4,14,2,"fluegede,idealo",664.0,Mittel (500-1500km)
69d400827dca6ba0935b1d83,BER,ZRH,ab DE,BER,Hub,Zurich,ZRH,69,79,6,6,2,"fluegede,idealo",649.0,Mittel (500-1500km)
69d400827dca6ba0935b665d,PMI,BER,nach DE,BER,Hub,Palma De Mallorca,PMI,68,79,6,6,2,"fluegede,idealo",1646.0,Lang (>1500km)
69d400827dca6ba0935a868a,AYT,CGN,nach DE,CGN,Hub,Antalya,AYT,67,286,8,13,2,"fluegede,idealo",2432.0,Lang (>1500km)
69d400827dca6ba0935b8ad7,ZRH,BER,nach DE,BER,Hub,Zurich,ZRH,66,78,6,6,2,"fluegede,idealo",649.0,Mittel (500-1500km)
69d400827dca6ba0935a9c9b,MAD,FRA,nach DE,FRA,Hub,Madrid,MAD,64,197,8,23,3,"check24,fluegede,idealo",1418.0,Mittel (500-1500km)
69d400827dca6ba0935a9c22,FRA,MAD,ab DE,FRA,Hub,Madrid,MAD,64,73,5,5,2,"fluegede,idealo",1418.0,Mittel (500-1500km)
69d400827dca6ba0935ac782,FRA,AMS,ab DE,FRA,Hub,Amsterdam,AMS,62,116,2,8,2,"fluegede,idealo",366.0,Kurz (0-500km)
69d400827dca6ba0935b5a44,MUC,BER,Inland,MUC,Hub,,,62,72,2,2,2,"fluegede,idealo",462.0,Kurz (0-500km)
69d400827dca6ba0935aad85,MUC,FCO,ab DE,MUC,Hub,Rome,FCO,62,71,5,5,2,"fluegede,idealo",729.0,Mittel (500-1500km)
69d400827dca6ba0935b1d86,BER,VIE,ab DE,BER,Hub,Vienna,VIE,62,70,1,2,2,"fluegede,idealo",521.0,Mittel (500-1500km)
69d400827dca6ba0935b80df,VIE,BER,nach DE,BER,Hub,Vienna,VIE,62,70,1,2,2,"fluegede,idealo",521.0,Mittel (500-1500km)
69d400827dca6ba0935a876a,HAM,PMI,ab DE,HAM,Hub,Palma De Mallorca,PMI,61,274,10,21,2,"fluegede,idealo",1659.0,Lang (>1500km)
69d400827dca6ba0935aad18,FCO,MUC,nach DE,MUC,Hub,Rome,FCO,61,186,8,17,2,"fluegede,idealo",729.0,Mittel (500-1500km)
69d400827dca6ba0935ac74d,AMS,FRA,nach DE,FRA,Hub,Amsterdam,AMS,61,121,2,8,2,"fluegede,idealo",366.0,Kurz (0-500km)
69d400827dca6ba0935b1d84,BER,MUC,Inland,BER,Hub,,,61,71,1,1,2,"fluegede,idealo",462.0,Kurz (0-500km)
69d400827dca6ba0935a9cc7,MUC,PMI,ab DE,MUC,Hub,Palma De Mallorca,PMI,60,209,6,18,2,"fluegede,idealo",1216.0,Mittel (500-1500km)
69d400827dca6ba0935ac7dc,MXP,FRA,nach DE,FRA,Hub,Milan,MXP,59,75,4,5,2,"fluegede,idealo",489.0,Kurz (0-500km)
69d400827dca6ba0935ac78e,FRA,MXP,ab DE,FRA,Hub,Milan,MXP,59,73,5,5,2,"fluegede,idealo",489.0,Kurz (0-500km)
69d400827dca6ba0935a87bc,PMI,HAM,nach DE,HAM,Hub,Palma De Mallorca,PMI,58,215,5,17,3,"check24,fluegede,idealo",1659.0,Lang (>1500km)
69d400827dca6ba0935a9c9d,MAD,MUC,nach DE,MUC,Hub,Madrid,MAD,58,207,6,22,3,"check24,fluegede,idealo",1496.0,Mittel (500-1500km)
69d400827dca6ba0935a9d14,PMI,MUC,nach DE,MUC,Hub,Palma De Mallorca,PMI,58,74,5,5,2,"fluegede,idealo",1216.0,Mittel (500-1500km)
69d400827dca6ba0935a86b1,CGN,AYT,ab DE,CGN,Hub,Antalya,AYT,56,277,6,14,2,"fluegede,idealo",2432.0,Lang (>1500km)
69d400827dca6ba0935a8809,STR,PMI,ab DE,STR,Hub,Palma De Mallorca,PMI,56,176,5,12,2,"fluegede,idealo",1139.0,Mittel (500-1500km)
69d400827dca6ba0935aad3b,FRA,LIN,ab DE,FRA,Hub,Milan,LIN,56,162,8,11,2,"fluegede,idealo",512.0,Mittel (500-1500km)
69d400827dca6ba0935ac7ed,PRG,FRA,nach DE,FRA,Hub,Prague,PRG,56,64,3,3,2,"fluegede,idealo",408.0,Kurz (0-500km)
69d400827dca6ba0935ac761,BUD,FRA,nach DE,FRA,Hub,Budapest,BUD,56,64,2,2,2,"fluegede,idealo",836.0,Mittel (500-1500km)
69d400827dca6ba0935ac786,FRA,BUD,ab DE,FRA,Hub,Budapest,BUD,56,64,2,2,2,"fluegede,idealo",836.0,Mittel (500-1500km)
69d400827dca6ba0935aad6a,LIN,FRA,nach DE,FRA,Hub,Milan,LIN,55,112,9,9,2,"fluegede,idealo",512.0,Mittel (500-1500km)
69d400827dca6ba0935adf5f,BCN,MUC,nach DE,MUC,Hub,Barcelona,BCN,55,64,4,5,2,"fluegede,idealo",1095.0,Mittel (500-1500km)
69d400827dca6ba0935ac791,FRA,PRG,ab DE,FRA,Hub,Prague,PRG,55,63,3,3,2,"fluegede,idealo",408.0,Kurz (0-500km)
69d400827dca6ba0935a9cc1,MUC,MAD,ab DE,MUC,Hub,Madrid,MAD,53,201,9,24,2,"fluegede,idealo",1496.0,Mittel (500-1500km)
69d400827dca6ba0935a8852,ZRH,HAM,nach DE,HAM,Hub,Zurich,ZRH,53,177,4,9,2,"fluegede,idealo",693.0,Mittel (500-1500km)
69d400827dca6ba0935a8776,HAM,ZRH,ab DE,HAM,Hub,Zurich,ZRH,53,170,5,10,3,"check24,fluegede,idealo",693.0,Mittel (500-1500km)
69d400827dca6ba0935a87bd,PMI,STR,nach DE,STR,Hub,Palma De Mallorca,PMI,53,159,4,12,2,"fluegede,idealo",1139.0,Mittel (500-1500km)
69d400827dca6ba0935aea54,VCE,FRA,nach DE,FRA,Hub,Venezia,VCE,53,149,5,10,2,"fluegede,idealo",578.0,Mittel (500-1500km)
69d400827dca6ba0935ae976,FRA,VCE,ab DE,FRA,Hub,Venezia,VCE,53,145,6,10,2,"fluegede,idealo",578.0,Mittel (500-1500km)
69d400827dca6ba0935ae99d,IST,FRA,nach DE,FRA,Hub,Istanbul,IST,53,99,2,4,2,"fluegede,idealo",1839.0,Lang (>1500km)
69d400827dca6ba0935ae950,FRA,IST,ab DE,FRA,Hub,Istanbul,IST,53,96,2,4,2,"fluegede,idealo",1839.0,Lang (>1500km)
69d400827dca6ba0935ae022,MUC,BCN,ab DE,MUC,Hub,Barcelona,BCN,52,62,4,5,2,"fluegede,idealo",1095.0,Mittel (500-1500km)
69d400827dca6ba0935a9da6,VIE,DUS,nach DE,DUS,Hub,Vienna,VIE,50,183,3,10,2,"fluegede,idealo",788.0,Mittel (500-1500km)
69d400827dca6ba0935a96dc,LHR,DUS,nach DE,DUS,Hub,London,LHR,50,161,4,8,2,"fluegede,idealo",502.0,Mittel (500-1500km)
69d400827dca6ba0935a9bfb,DUS,VIE,ab DE,DUS,Hub,Vienna,VIE,50,74,2,3,2,"fluegede,idealo",788.0,Mittel (500-1500km)
69d400827dca6ba0935ac7c4,LIS,FRA,nach DE,FRA,Hub,Lisbon,LIS,49,216,4,18,2,"fluegede,idealo",1872.0,Lang (>1500km)
69d400827dca6ba0935a8841,VIE,HAM,nach DE,HAM,Hub,Vienna,VIE,49,188,4,11,3,"check24,fluegede,idealo",767.0,Mittel (500-1500km)
69d400827dca6ba0935a8774,HAM,VIE,ab DE,HAM,Hub,Vienna,VIE,49,183,4,10,2,"fluegede,idealo",767.0,Mittel (500-1500km)
69d400827dca6ba0935a916b,MUC,ATH,ab DE,MUC,Hub,Athens,ATH,49,56,5,5,3,"check24,fluegede,idealo",1518.0,Lang (>1500km)
69d400827dca6ba0935a90f9,ATH,MUC,nach DE,MUC,Hub,Athens,ATH,49,56,5,5,3,"check24,fluegede,idealo",1518.0,Lang (>1500km)
69d400827dca6ba0935b1d88,BER,AMS,ab DE,BER,Hub,Amsterdam,AMS,49,56,1,1,2,"fluegede,idealo",593.0,Mittel (500-1500km)
69d400827dca6ba0935b189e,AMS,BER,nach DE,BER,Hub,Amsterdam,AMS,49,56,1,1,2,"fluegede,idealo",593.0,Mittel (500-1500km)
69d400827dca6ba0935a9526,DUS,LHR,ab DE,DUS,Hub,London,LHR,48,192,4,9,3,"check24,fluegede,idealo",502.0,Mittel (500-1500km)
69d400827dca6ba0935ac78a,FRA,LIS,ab DE,FRA,Hub,Lisbon,LIS,48,55,2,2,2,"fluegede,idealo",1872.0,Lang (>1500km)
69d400827dca6ba0935b2761,CDG,BER,nach DE,BER,Hub,Paris,CDG,47,53,5,5,2,"fluegede,idealo",855.0,Mittel (500-1500km)
69d400827dca6ba0935a9129,FRA,ATH,ab DE,FRA,Hub,Athens,ATH,46,256,9,21,2,"fluegede,idealo",1817.0,Lang (>1500km)
69d400827dca6ba0935b1d85,BER,CDG,ab DE,BER,Hub,Paris,CDG,46,54,5,5,2,"fluegede,idealo",855.0,Mittel (500-1500km)
69d400827dca6ba0935ac7fa,WAW,FRA,nach DE,FRA,Hub,Warsaw,WAW,45,153,4,13,2,"fluegede,idealo",898.0,Mittel (500-1500km)
69d400827dca6ba0935a9ceb,NUE,PMI,ab DE,NUE,Provinz,Palma De Mallorca,PMI,45,116,7,10,3,"check24,fluegede,idealo",1286.0,Mittel (500-1500km)
69d400827dca6ba0935ac793,FRA,WAW,ab DE,FRA,Hub,Warsaw,WAW,45,51,2,2,2,"fluegede,idealo",898.0,Mittel (500-1500km)
69d400827dca6ba0935a9d30,SAW,DUS,nach DE,DUS,Hub,Istanbul,SAW,44,129,2,7,2,"fluegede,idealo",2074.0,Lang (>1500km)
69d400827dca6ba0935a9d15,PMI,NUE,nach DE,NUE,Provinz,Palma De Mallorca,PMI,44,52,5,5,2,"fluegede,idealo",1286.0,Mittel (500-1500km)
69d400827dca6ba0935a90db,ATH,FRA,nach DE,FRA,Hub,Athens,ATH,43,52,4,4,2,"fluegede,idealo",1817.0,Lang (>1500km)
69d400827dca6ba0935a9b83,AYT,DUS,nach DE,DUS,Hub,Antalya,AYT,42,332,7,13,2,"fluegede,idealo",2479.0,Lang (>1500km)
69d400827dca6ba0935ae9d4,MUC,CPH,ab DE,MUC,Hub,Copenhagen,CPH,42,188,6,18,2,"fluegede,idealo",810.0,Mittel (500-1500km)
69d400827dca6ba0935aea0f,MUC,WAW,ab DE,MUC,Hub,Warsaw,WAW,42,156,3,13,2,"fluegede,idealo",777.0,Mittel (500-1500km)
69d400827dca6ba0935aea5c,WAW,MUC,nach DE,MUC,Hub,Warsaw,WAW,42,141,4,12,2,"fluegede,idealo",777.0,Mittel (500-1500km)
69d400827dca6ba0935a9bfd,DUS,ZRH,ab DE,DUS,Hub,Zurich,ZRH,42,69,2,2,2,"fluegede,idealo",444.0,Kurz (0-500km)
69d400827dca6ba0935a9dcb,ZRH,DUS,nach DE,DUS,Hub,Zurich,ZRH,42,63,2,2,2,"fluegede,idealo",444.0,Kurz (0-500km)
69d400827dca6ba0935ae8f8,CPH,MUC,nach DE,MUC,Hub,Copenhagen,CPH,42,47,4,4,2,"fluegede,idealo",810.0,Mittel (500-1500km)
69d400827dca6ba0935ae8ec,BRU,MUC,nach DE,MUC,Hub,Brussels,BRU,41,129,2,10,2,"fluegede,idealo",594.0,Mittel (500-1500km)
69d400827dca6ba0935ae9ce,MUC,BRU,ab DE,MUC,Hub,Brussels,BRU,41,119,3,7,2,"fluegede,idealo",594.0,Mittel (500-1500km)
69d400827dca6ba0935aea65,ZRH,MUC,nach DE,MUC,Hub,Zurich,ZRH,41,101,2,5,2,"fluegede,idealo",261.0,Kurz (0-500km)
69d400827dca6ba0935aea13,MUC,ZRH,ab DE,MUC,Hub,Zurich,ZRH,41,90,2,7,2,"fluegede,idealo",261.0,Kurz (0-500km)
69d400827dca6ba0935a9bce,DUS,AYT,ab DE,DUS,Hub,Antalya,AYT,41,89,5,6,2,"fluegede,idealo",2479.0,Lang (>1500km)
69d400827dca6ba0935b505b,LHR,BER,nach DE,BER,Hub,London,LHR,41,69,2,5,2,"fluegede,idealo",961.0,Mittel (500-1500km)
69d400827dca6ba0935ab46f,CPH,FRA,nach DE,FRA,Hub,Copenhagen,CPH,40,170,5,14,2,"fluegede,idealo",680.0,Mittel (500-1500km)
69d400827dca6ba0935a9bf2,DUS,SAW,ab DE,DUS,Hub,Istanbul,SAW,40,133,2,8,2,"fluegede,idealo",2074.0,Lang (>1500km)
69d400827dca6ba0935ab4c1,FRA,CPH,ab DE,FRA,Hub,Copenhagen,CPH,40,46,3,3,2,"fluegede,idealo",680.0,Mittel (500-1500km)
69d400827dca6ba0935abd45,FRA,AYT,ab DE,FRA,Hub,Antalya,AYT,39,47,5,5,2,"fluegede,idealo",2299.0,Lang (>1500km)
69d400827dca6ba0935ac760,BRU,FRA,nach DE,FRA,Hub,Brussels,BRU,39,45,2,2,2,"fluegede,idealo",307.0,Kurz (0-500km)
69d400827dca6ba0935ac785,FRA,BRU,ab DE,FRA,Hub,Brussels,BRU,39,45,2,2,2,"fluegede,idealo",307.0,Kurz (0-500km)
69d400827dca6ba0935abd29,AYT,FRA,nach DE,FRA,Hub,Antalya,AYT,38,215,6,11,2,"fluegede,idealo",2299.0,Lang (>1500km)
69d400827dca6ba0935ae9e5,MUC,IST,ab DE,MUC,Hub,Istanbul,IST,38,186,6,18,2,"fluegede,idealo",1548.0,Lang (>1500km)
69d400827dca6ba0935aa31c,CDG,DUS,nach DE,DUS,Hub,Paris,CDG,38,169,2,8,2,"fluegede,idealo",393.0,Kurz (0-500km)
69d400827dca6ba0935a9bad,CGN,MUC,Inland,CGN,Hub,,,38,157,3,3,2,"fluegede,idealo",436.0,Kurz (0-500km)
69d400827dca6ba0935ac514,FRA,DUB,ab DE,FRA,Hub,Dublin,DUB,38,134,3,10,2,"fluegede,idealo",1085.0,Mittel (500-1500km)
69d400827dca6ba0935a9cd1,MUC,VIE,ab DE,MUC,Hub,Vienna,VIE,38,113,2,8,3,"check24,fluegede,idealo",355.0,Kurz (0-500km)
69d400827dca6ba0935a9db3,VIE,MUC,nach DE,MUC,Hub,Vienna,VIE,38,80,2,4,2,"fluegede,idealo",355.0,Kurz (0-500km)
69d400827dca6ba0935ae99e,IST,MUC,nach DE,MUC,Hub,Istanbul,IST,38,76,2,4,2,"fluegede,idealo",1548.0,Lang (>1500km)
69d400827dca6ba0935a9cb3,MUC,CGN,Inland,MUC,Hub,,,38,67,3,3,2,"fluegede,idealo",436.0,Kurz (0-500km)
69d400827dca6ba0935b1d87,BER,LHR,ab DE,BER,Hub,London,LHR,38,65,2,5,2,"fluegede,idealo",961.0,Mittel (500-1500km)
69d400827dca6ba0935aa3b9,DUS,CDG,ab DE,DUS,Hub,Paris,CDG,38,44,1,1,2,"fluegede,idealo",393.0,Kurz (0-500km)
69d400827dca6ba0935a8761,HAM,LHR,ab DE,HAM,Hub,London,LHR,37,199,6,14,2,"fluegede,idealo",745.0,Mittel (500-1500km)
69d400827dca6ba0935a87d2,SAW,CGN,nach DE,CGN,Hub,Istanbul,SAW,37,116,2,5,2,"fluegede,idealo",2030.0,Lang (>1500km)
69d400827dca6ba0935a8756,HAM,CDG,ab DE,HAM,Hub,Paris,CDG,36,191,6,13,2,"fluegede,idealo",728.0,Mittel (500-1500km)
69d400827dca6ba0935abd2a,AYT,HAJ,nach DE,HAJ,Provinz,Antalya,AYT,36,159,3,8,2,"fluegede,idealo",2387.0,Lang (>1500km)
69d400827dca6ba0935ac4e3,DUB,FRA,nach DE,FRA,Hub,Dublin,DUB,36,135,4,12,2,"fluegede,idealo",1085.0,Mittel (500-1500km)
69d400827dca6ba0935a86dd,CGN,SAW,ab DE,CGN,Hub,Istanbul,SAW,36,114,2,4,2,"fluegede,idealo",2030.0,Lang (>1500km)
69d400827dca6ba0935a86aa,CDG,HAM,nach DE,HAM,Hub,Paris,CDG,36,42,2,2,3,"check24,fluegede,idealo",728.0,Mittel (500-1500km)
69d400827dca6ba0935b2bfb,CPH,BER,nach DE,BER,Hub,Copenhagen,CPH,36,41,7,7,2,"fluegede,idealo",366.0,Kurz (0-500km)
69d400827dca6ba0935b1d8b,BER,CPH,ab DE,BER,Hub,Copenhagen,CPH,36,41,6,6,2,"fluegede,idealo",366.0,Kurz (0-500km)
69d400827dca6ba0935aa411,JFK,FRA,nach DE,FRA,Hub,New York,JFK,35,299,11,32,2,"fluegede,idealo",6188.0,Lang (>1500km)
69d400827dca6ba0935ac783,FRA,ARN,ab DE,FRA,Hub,Stockholm,ARN,35,196,3,13,2,"fluegede,idealo",1225.0,Mittel (500-1500km)
69d400827dca6ba0935ac74f,ARN,FRA,nach DE,FRA,Hub,Stockholm,ARN,35,195,5,15,2,"fluegede,idealo",1225.0,Mittel (500-1500km)
69d400827dca6ba0935ae8e5,BRE,FRA,Inland,BRE,Provinz,,,35,62,1,4,2,"fluegede,idealo",336.0,Kurz (0-500km)
69d400827dca6ba0935ae937,FRA,BRE,Inland,FRA,Hub,,,35,47,2,2,2,"fluegede,idealo",336.0,Kurz (0-500km)
69d400827dca6ba0935aa3e0,FRA,JFK,ab DE,FRA,Hub,New York,JFK,35,40,8,8,2,"fluegede,idealo",6188.0,Lang (>1500km)
69d400827dca6ba0935ac78f,FRA,OSL,ab DE,FRA,Hub,Oslo,OSL,35,40,1,1,2,"fluegede,idealo",1142.0,Mittel (500-1500km)
69d400827dca6ba0935ac7e8,OSL,FRA,nach DE,FRA,Hub,Oslo,OSL,35,40,1,1,2,"fluegede,idealo",1142.0,Mittel (500-1500km)
69d400827dca6ba0935ae9b4,LIS,MUC,nach DE,MUC,Hub,Lisbon,LIS,34,215,5,22,2,"fluegede,idealo",1984.0,Lang (>1500km)
69d400827dca6ba0935a8795,LHR,HAM,nach DE,HAM,Hub,London,LHR,34,181,4,12,2,"fluegede,idealo",745.0,Mittel (500-1500km)
69d400827dca6ba0935a9c1f,FRA,HEL,ab DE,FRA,Hub,Helsinki,HEL,34,161,4,13,2,"fluegede,idealo",1540.0,Lang (>1500km)
69d400827dca6ba0935a874f,HAM,AMS,ab DE,HAM,Hub,Amsterdam,AMS,34,59,2,7,2,"fluegede,idealo",379.0,Kurz (0-500km)
69d400827dca6ba0935b1d8a,BER,BCN,ab DE,BER,Hub,Barcelona,BCN,34,39,7,7,2,"fluegede,idealo",1502.0,Lang (>1500km)
69d400827dca6ba0935abd72,HAJ,AYT,ab DE,HAJ,Provinz,Antalya,AYT,34,39,3,3,2,"fluegede,idealo",2387.0,Lang (>1500km)
69d400827dca6ba0935ae9ee,MUC,LIS,ab DE,MUC,Hub,Lisbon,LIS,34,39,2,2,2,"fluegede,idealo",1984.0,Lang (>1500km)
69d400827dca6ba0935a9c51,HEL,FRA,nach DE,FRA,Hub,Helsinki,HEL,34,39,2,2,2,"fluegede,idealo",1540.0,Lang (>1500km)
69d400827dca6ba0935a8682,AMS,HAM,nach DE,HAM,Hub,Amsterdam,AMS,34,39,1,1,2,"fluegede,idealo",379.0,Kurz (0-500km)
69d400827dca6ba0935a9134,HER,FRA,nach DE,FRA,Hub,Heraklion,HER,33,186,6,16,2,"fluegede,idealo",2115.0,Lang (>1500km)
69d400827dca6ba0935a912a,FRA,HER,ab DE,FRA,Hub,Heraklion,HER,33,183,6,16,2,"fluegede,idealo",2115.0,Lang (>1500km)
69d400827dca6ba0935a86e8,CGN,VIE,ab DE,CGN,Hub,Vienna,VIE,33,178,5,7,3,"check24,fluegede,idealo",746.0,Mittel (500-1500km)
69d400827dca6ba0935ae926,FLR,FRA,nach DE,FRA,Hub,Firenze,FLR,33,166,5,12,2,"fluegede,idealo",720.0,Mittel (500-1500km)
69d400827dca6ba0935a9c1a,FRA,BEG,ab DE,FRA,Hub,Belgrad,BEG,33,152,4,10,2,"fluegede,idealo",1056.0,Mittel (500-1500km)
69d400827dca6ba0935aea61,ZAG,FRA,nach DE,FRA,Hub,Zagreb,ZAG,33,146,2,13,2,"fluegede,idealo",735.0,Mittel (500-1500km)
69d400827dca6ba0935a8814,STR,VIE,ab DE,STR,Hub,Vienna,VIE,33,146,2,7,2,"fluegede,idealo",546.0,Mittel (500-1500km)
69d400827dca6ba0935a9b91,BEG,FRA,nach DE,FRA,Hub,Belgrad,BEG,33,145,4,11,2,"fluegede,idealo",1056.0,Mittel (500-1500km)
69d400827dca6ba0935a8842,VIE,STR,nach DE,STR,Hub,Vienna,VIE,33,116,4,7,2,"fluegede,idealo",546.0,Mittel (500-1500km)
69d400827dca6ba0935a883f,VIE,CGN,nach DE,CGN,Hub,Vienna,VIE,33,102,3,6,3,"check24,fluegede,idealo",746.0,Mittel (500-1500km)
69d400827dca6ba0935a87bb,PMI,HAJ,nach DE,HAJ,Provinz,Palma De Mallorca,PMI,33,99,4,12,2,"fluegede,idealo",1531.0,Lang (>1500km)
69d400827dca6ba0935af4a8,FRA,SAW,ab DE,FRA,Hub,Istanbul,SAW,33,95,3,7,2,"fluegede,idealo",1901.0,Lang (>1500km)
69d400827dca6ba0935ae6ae,AMS,STR,nach DE,STR,Hub,Amsterdam,AMS,33,90,3,8,2,"fluegede,idealo",511.0,Mittel (500-1500km)
69d400827dca6ba0935ae89e,LUX,FRA,nach DE,FRA,Hub,Luxembourg,LUX,33,87,3,8,2,"fluegede,idealo",189.0,Kurz (0-500km)
69d400827dca6ba0935b1c7e,BCN,BER,nach DE,BER,Hub,Barcelona,BCN,33,40,7,7,2,"fluegede,idealo",1502.0,Lang (>1500km)
69d400827dca6ba0935a9ce1,NUE,AYT,ab DE,NUE,Provinz,Antalya,AYT,33,39,5,5,2,"fluegede,idealo",2115.0,Lang (>1500km)
69d400827dca6ba0935af4e4,SAW,FRA,nach DE,FRA,Hub,Istanbul,SAW,33,38,2,2,2,"fluegede,idealo",1901.0,Lang (>1500km)
69d400827dca6ba0935ae87f,FRA,LUX,ab DE,FRA,Hub,Luxembourg,LUX,33,38,2,2,2,"fluegede,idealo",189.0,Kurz (0-500km)
